"ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment","log2err"
"REACTOME_NEUTROPHIL_DEGRANULATION","REACTOME_NEUTROPHIL_DEGRANULATION",310,0.558739667868463,1.83050312256776,1e-10,2.5225e-08,1.59325931459365e-08,909,"tags=37%, list=14%, signal=33%","HP/GPI/PNP/RNASE3/CR1/PA2G4/S100A8/RETN/PKM/SELL/SERPINA3/TNFAIP6/SERPINB1/ELANE/PSMA2/PYGB/IDH1/BPI/FTL/TNFRSF1B/PYGL/S100A12/PRCP/CEACAM8/B2M/FGR/MVP/HSP90AA1/DEFA1/MPO/ALDOA/MMP8/CREG1/ALDOC/MAPK14/C3/S100A9/MNDA/CHI3L1/RHOA/SIGLEC5/CD177/HSP90AB1/GDI2/TXNDC5/FCGR2A/RAB31/CD55/LILRA3/CFP/KPNB1/LYZ/PIGR/CAND1/SIGLEC9/LCN2/PRTN3/VCP/PGM2/NME2/OLFM4/VAT1/CAP1/PRG3/RAB7A/GCA/PYCARD/GRN/PGAM1/SIGLEC14/LILRB2/TIMP2/A1BG/PLAUR/QSOX1/HSPA8/MMP9/CAB39/HMOX2/HLA-C/PSMB1/PPIA/ARG1/CTSG/PSMD11/IGF2R/RAB4B/AP2A2/BIN2/MLEC/GALNS/BST1/FCGR3B/CDA/EEF1A1/RAB14/CTSD/CD300A/PSMC3/HSPA1B/GNS/RAB27A/CD14/SERPINA1/CCT8/RAB24/RAB5B/RAB5C/ARHGAP45/RAB18/ACLY/TLR2/GGH/PADI2",NA
"REACTOME_EUKARYOTIC_TRANSLATION_ELONGATION","REACTOME_EUKARYOTIC_TRANSLATION_ELONGATION",24,0.760585534383963,1.83046075781507,0.000221970736841685,0.00476528666964383,0.00300984633225727,1260,"tags=71%, list=20%, signal=57%","RPL5/RPL12/RPL30/EEF1D/RPL26L1/RPS20/RPS25/RPS27A/RPS19/RPL11/EEF1A1/RPS3/RPLP2/RPS4X/RPS14/RPS12/EEF1G",0.518848077743792
"REACTOME_TRANSCRIPTIONAL_REGULATION_OF_GRANULOPOIESIS","REACTOME_TRANSCRIPTIONAL_REGULATION_OF_GRANULOPOIESIS",20,0.787623521958943,1.82942786671864,0.000283087533314788,0.00560069257087493,0.0035375047003853,796,"tags=40%, list=13%, signal=35%","PML/H2BC26/SPI1/H3C1/H2BC21/STAT3/H2BC12/CDK2",0.49849310876659
"REACTOME_HDACS_DEACETYLATE_HISTONES","REACTOME_HDACS_DEACETYLATE_HISTONES",16,0.82195795548303,1.82454993378536,0.000157026834930727,0.0036846529405838,0.00232729737111199,591,"tags=62%, list=9%, signal=57%","RBBP4/HDAC2/H2AC1/H2BC26/H3C1/H2AC11/H2BC21/H2AC25/SAP30/H2BC12",0.518848077743792
"REACTOME_INTRINSIC_PATHWAY_OF_FIBRIN_CLOT_FORMATION","REACTOME_INTRINSIC_PATHWAY_OF_FIBRIN_CLOT_FORMATION",21,0.780200293842991,1.81599038037852,7.62429935572739e-05,0.00207916704052133,0.00131324172602843,1192,"tags=81%, list=19%, signal=66%","SERPING1/VWF/PRCP/SERPINA5/A2M/SERPINC1/F11/F10/SERPIND1/F8/SERPINE2/F9/PROC/PROS1/KNG1/KLKB1/GP5",0.538434096309916
"REACTOME_REGULATION_OF_ENDOGENOUS_RETROELEMENTS_BY_PIWI_INTERACTING_RNAS_PIRNAS","REACTOME_REGULATION_OF_ENDOGENOUS_RETROELEMENTS_BY_PIWI_INTERACTING_RNAS_PIRNAS",11,0.883972441349659,1.81200682117712,0.000103275134944679,0.00267191310664567,0.00168763149452846,607,"tags=73%, list=10%, signal=66%","RBBP4/HDAC2/H2BC26/BCL7A/H3C1/H2BC21/H2BC12/ARID1A",0.538434096309916
"REACTOME_REGULATION_OF_PD_L1_CD274_TRANSCRIPTION","REACTOME_REGULATION_OF_PD_L1_CD274_TRANSCRIPTION",29,0.720703137419659,1.81174446010245,0.000312042090265981,0.00594057488827123,0.00375218088197393,591,"tags=38%, list=9%, signal=35%","STAT1/RBBP4/EED/RBBP5/WDR5/H2BC26/CREBBP/H3C1/H2BC21/STAT3/H2BC12",0.49849310876659
"REACTOME_CREATION_OF_C4_AND_C2_ACTIVATORS","REACTOME_CREATION_OF_C4_AND_C2_ACTIVATORS",14,0.834801310145386,1.80001232339645,0.000295606874453835,0.00573591031392153,0.00362291081678067,466,"tags=43%, list=7%, signal=40%","CRP/C1R/C1S/FCN2/FCN3/C1QC",0.49849310876659
"REACTOME_VIRAL_INFECTION_PATHWAYS","REACTOME_VIRAL_INFECTION_PATHWAYS",466,0.543078965673907,1.79874987845914,1e-10,2.5225e-08,1.59325931459365e-08,1147,"tags=35%, list=18%, signal=31%","ISG15/STAT1/GBP1/ZBP1/RBBP4/NMI/APOA1/HDAC2/C4BPA/RPL5/UBA7/C1S/RIGI/GRPEL1/PML/EED/PSMB2/RPL12/PSMA2/DNAJB11/TIMD4/UBA1/SMN1/EIF4E/C4B/H2AC1/IGHM/B2M/IL17RA/HSP90AA1/RPL30/APOBEC3G/YBX1/UBA6/LYN/H2BC26/SRRT/HLA-G/FKBP4/G3BP2/HSP90AB1/GTF2F2/CREBBP/EIF4G1/H3C1/H2AC11/FASN/UBE2I/NUDT21/CAMK2D/PRMT1/CLTC/ST3GAL2/H2BC21/H2AC25/HNRNPF/KPNB1/HNRNPA2B1/RPN1/KPNA2/RPL26L1/IFIH1/VIM/PDIA3/HNRNPA1/HSPA5/CSNK2A1/PRPF19/SAP30/VCP/AGRN/GSK3A/RAN/PYCARD/PPP1CC/RRBP1/RANGAP1/RPS20/VTN/RPS25/PSMA7/HSPA8/MMP9/PPIH/YWHAB/VAV1/CAMK2B/HLA-C/RPS27A/PSMB1/PPIA/YWHAZ/IGF1R/H2BC12/PSMD11/SRPK1/PRKG1/UBE2L6/RPS19/YWHAG/HYOU1/AP2A2/CLEC4M/RPL11/EEF1A1/CHMP6/RPS3/CD300A/GTF2E2/XRCC4/RPLP2/NACA/AKT3/PSMC3/PSIP1/ATP1B3/HNRNPD/AP2B1/HSPA1B/GRB2/NCBP1/UBB/HSPG2/GEMIN7/PSMB4/LCK/CD14/SNRPF/EMC4/TBP/SF3B6/RAB5B/RCAN3/RAB5C/SFN/PSMA4/HNRNPK/TLR2/SRSF7/TRIM28/PROS1/HNRNPA0/SERPINE1/MAP1LC3B/PUF60/SNRPA1/FXYD2/DOCK2/NFKB1/PCBP1/TLR1/POLR2E/CSTF1/RPS4X/EIF4A2/CSNK2A2/RBM17/KDM1A/HERC5/PSMD7/TAF8/HNRNPM/P4HB/PTPN11",NA
"REACTOME_METABOLISM_OF_RNA","REACTOME_METABOLISM_OF_RNA",230,0.556325517379009,1.79244162766321,2.09761852830899e-08,3.52749515843961e-06,2.228033505795e-06,1712,"tags=50%, list=27%, signal=38%","RPL5/NXT1/PSMB2/RPL12/PSMA2/SMN1/EIF4E/RPL30/YBX1/MAPK14/DDX39B/SRRT/TRA2B/SNRPA/GTF2F2/DCPS/EIF4G1/NUDT21/DIMT1/HNRNPF/HNRNPA2B1/RPL26L1/MAGOHB/HNRNPA1/PRPF19/SLBP/TSEN34/EMG1/RAN/NIP7/CNOT1/RPS20/DDX6/MAGOH/RPS25/PSMA7/RBM39/HSPA8/PPIH/YWHAB/RPS27A/PSMB1/YWHAZ/PSMD11/CNOT9/HSD17B10/RPS19/TRMT6/EDC4/RPL11/PPIL2/RPS3/TRMT112/RPLP2/POP7/PSMC3/RPP40/HNRNPD/NCBP1/PNPT1/UBB/GEMIN7/PSMB4/SNRPF/SF3B6/EXOSC5/THOC1/PSMA4/HNRNPK/SRSF7/RPP25/PUF60/SNRPA1/DDX1/SET/PCBP1/POLR2E/CSTF1/RPS4X/EIF4A2/RBM17/PSMD7/FBL/HNRNPM/MRM1/RPS14/EXOSC3/PPP2R1A/RPS12/RNGTT/MRM2/EIF4A1/SNRPD2/CCNH/EIF4B/YTHDC1/QTRT2/EXOSC8/EIF4A3/LSM4/HSPA1A/SNRPB2/SEC13/DUS2/SF1/RPS5/WDR18/HNRNPR/LSM3/RTRAF/MNAT1/PSMC5/PSMD6/PRPF6",0.73376198835648
